id,question,language,intent,chapter,verse,verse_range,secondary_verse,relevance,answer,source,license
10119,I failed despite working very hard.,English,failure,2,47,2.47,2.48,high,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction. — Reflect on the sacred principle of Chapter 2, Verse 47: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10120,I keep failing no matter what I try.,English,failure,2,47,2.47,2.48,high,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction. — Reflect on the sacred principle of Chapter 2, Verse 47: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10121,How do I recover after a major failure?,English,failure,2,47,2.47,2.48,high,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction. — Reflect on the sacred principle of Chapter 2, Verse 47: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10122,I feel like a complete failure.,English,failure,2,47,2.47,2.48,high,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction. — Reflect on the sacred principle of Chapter 2, Verse 47: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10123,What does the Gita say about recovering from failure?,English,failure,2,47,2.47,2.48,high,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction. — Reflect on the sacred principle of Chapter 2, Verse 47: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10124,My failure is making me feel like giving up forever.,English,failure,2,47,2.47,2.48,high,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction. — Reflect on the sacred principle of Chapter 2, Verse 47: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10125,How do I pick myself up after failing badly?,English,failure,2,47,2.47,2.48,high,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction. — Reflect on the sacred principle of Chapter 2, Verse 47: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10126,The Gita's teaching on failure and resilience.,English,failure,2,47,2.47,2.48,high,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction. — Reflect on the sacred principle of Chapter 2, Verse 47: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10127,I have no motivation to do anything.,English,motivation,2,47,2.47,3.8,high,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction. — Reflect on the sacred principle of Chapter 2, Verse 47: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10128,How do I stay motivated when nothing seems to work?,English,motivation,2,47,2.47,3.8,high,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction. — Reflect on the sacred principle of Chapter 2, Verse 47: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10129,I start things but never finish them.,English,motivation,2,47,2.47,3.8,high,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction. — Reflect on the sacred principle of Chapter 2, Verse 47: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10130,What does the Gita say about maintaining motivation?,English,motivation,2,47,2.47,3.8,high,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction. — Reflect on the sacred principle of Chapter 2, Verse 47: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10131,I feel completely demotivated and lethargic.,English,motivation,2,47,2.47,3.8,high,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction. — Reflect on the sacred principle of Chapter 2, Verse 47: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10132,I need inspiration to keep going.,English,motivation,2,47,2.47,3.8,high,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction. — Reflect on the sacred principle of Chapter 2, Verse 47: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10133,How can I find inner drive when I feel lost?,English,motivation,2,47,2.47,3.8,high,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction. — Reflect on the sacred principle of Chapter 2, Verse 47: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10134,My enthusiasm always fades after a few days.,English,motivation,2,47,2.47,3.8,high,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction. — Reflect on the sacred principle of Chapter 2, Verse 47: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10135,I lack discipline and self-control.,English,discipline,6,16,6.16,6.17,high,"Verily, Yoga is not possible for him who eats too much, nor for him who does not eat at all, nor for him who sleeps too much, nor for him who is always awake, O Arjuna. — Reflect on the sacred principle of Chapter 6, Verse 16: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10136,How do I build better habits and stick to them?,English,discipline,6,16,6.16,6.17,high,"Verily, Yoga is not possible for him who eats too much, nor for him who does not eat at all, nor for him who sleeps too much, nor for him who is always awake, O Arjuna. — Reflect on the sacred principle of Chapter 6, Verse 16: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10137,I know what I should do but I never do it.,English,discipline,6,16,6.16,6.17,high,"Verily, Yoga is not possible for him who eats too much, nor for him who does not eat at all, nor for him who sleeps too much, nor for him who is always awake, O Arjuna. — Reflect on the sacred principle of Chapter 6, Verse 16: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10138,What does the Gita say about self-discipline?,English,discipline,6,16,6.16,6.17,high,"Verily, Yoga is not possible for him who eats too much, nor for him who does not eat at all, nor for him who sleeps too much, nor for him who is always awake, O Arjuna. — Reflect on the sacred principle of Chapter 6, Verse 16: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10139,I cannot maintain consistency in my work.,English,discipline,6,16,6.16,6.17,high,"Verily, Yoga is not possible for him who eats too much, nor for him who does not eat at all, nor for him who sleeps too much, nor for him who is always awake, O Arjuna. — Reflect on the sacred principle of Chapter 6, Verse 16: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10140,I start well but always lose discipline after a week.,English,discipline,6,16,6.16,6.17,high,"Verily, Yoga is not possible for him who eats too much, nor for him who does not eat at all, nor for him who sleeps too much, nor for him who is always awake, O Arjuna. — Reflect on the sacred principle of Chapter 6, Verse 16: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10141,How can I become more disciplined according to the Gita?,English,discipline,6,16,6.16,6.17,high,"Verily, Yoga is not possible for him who eats too much, nor for him who does not eat at all, nor for him who sleeps too much, nor for him who is always awake, O Arjuna. — Reflect on the sacred principle of Chapter 6, Verse 16: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10142,The teaching of the Gita on regular practice and self-regulation.,English,discipline,6,16,6.16,6.17,high,"Verily, Yoga is not possible for him who eats too much, nor for him who does not eat at all, nor for him who sleeps too much, nor for him who is always awake, O Arjuna. — Reflect on the sacred principle of Chapter 6, Verse 16: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10143,My mind wanders constantly and I cannot focus.,English,focus,6,25,6.25,2.41,high,"Little by little, let him attain steadiness of the intellect by holding it firmly; having made the mind establish itself in the Self, let him not think of anything else. — Reflect on the sacred principle of Chapter 6, Verse 25: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10144,How do I improve my concentration?,English,focus,6,25,6.25,2.41,high,"Little by little, let him attain steadiness of the intellect by holding it firmly; having made the mind establish itself in the Self, let him not think of anything else. — Reflect on the sacred principle of Chapter 6, Verse 25: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10145,I struggle to stay focused for more than a few minutes.,English,focus,6,25,6.25,2.41,high,"Little by little, let him attain steadiness of the intellect by holding it firmly; having made the mind establish itself in the Self, let him not think of anything else. — Reflect on the sacred principle of Chapter 6, Verse 25: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10146,What does the Gita say about developing mental focus?,English,focus,6,25,6.25,2.41,high,"Little by little, let him attain steadiness of the intellect by holding it firmly; having made the mind establish itself in the Self, let him not think of anything else. — Reflect on the sacred principle of Chapter 6, Verse 25: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10147,Distractions are destroying my productivity.,English,focus,6,25,6.25,2.41,high,"Little by little, let him attain steadiness of the intellect by holding it firmly; having made the mind establish itself in the Self, let him not think of anything else. — Reflect on the sacred principle of Chapter 6, Verse 25: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10148,I have so many thoughts that I cannot focus on one thing.,English,focus,6,25,6.25,2.41,high,"Little by little, let him attain steadiness of the intellect by holding it firmly; having made the mind establish itself in the Self, let him not think of anything else. — Reflect on the sacred principle of Chapter 6, Verse 25: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10149,How do I train my mind to stay focused?,English,focus,6,25,6.25,2.41,high,"Little by little, let him attain steadiness of the intellect by holding it firmly; having made the mind establish itself in the Self, let him not think of anything else. — Reflect on the sacred principle of Chapter 6, Verse 25: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10150,My mind is completely out of control.,English,mind_control,6,5,6.5,6.6,high,"One should raise oneself by one's own self alone; let not one lower oneself; for the self alone is one's own friend, and the self alone is one's own enemy. — Reflect on the sacred principle of Chapter 6, Verse 5: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10151,How do I tame a restless mind?,English,mind_control,6,5,6.5,6.6,high,"One should raise oneself by one's own self alone; let not one lower oneself; for the self alone is one's own friend, and the self alone is one's own enemy. — Reflect on the sacred principle of Chapter 6, Verse 5: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10152,My thoughts are racing and I cannot stop them.,English,mind_control,6,5,6.5,6.6,high,"One should raise oneself by one's own self alone; let not one lower oneself; for the self alone is one's own friend, and the self alone is one's own enemy. — Reflect on the sacred principle of Chapter 6, Verse 5: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10153,What does the Gita say about controlling the mind?,English,mind_control,6,5,6.5,6.6,high,"One should raise oneself by one's own self alone; let not one lower oneself; for the self alone is one's own friend, and the self alone is one's own enemy. — Reflect on the sacred principle of Chapter 6, Verse 5: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10154,I am a slave to my own thoughts.,English,mind_control,6,5,6.5,6.6,high,"One should raise oneself by one's own self alone; let not one lower oneself; for the self alone is one's own friend, and the self alone is one's own enemy. — Reflect on the sacred principle of Chapter 6, Verse 5: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10155,How can I achieve mental stillness?,English,mind_control,6,5,6.5,6.6,high,"One should raise oneself by one's own self alone; let not one lower oneself; for the self alone is one's own friend, and the self alone is one's own enemy. — Reflect on the sacred principle of Chapter 6, Verse 5: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10156,The Gita's technique for mastering the mind.,English,mind_control,6,5,6.5,6.6,high,"One should raise oneself by one's own self alone; let not one lower oneself; for the self alone is one's own friend, and the self alone is one's own enemy. — Reflect on the sacred principle of Chapter 6, Verse 5: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10157,My mind jumps from one thought to another ceaselessly.,English,mind_control,6,5,6.5,6.6,high,"One should raise oneself by one's own self alone; let not one lower oneself; for the self alone is one's own friend, and the self alone is one's own enemy. — Reflect on the sacred principle of Chapter 6, Verse 5: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10158,I lack self-control in my habits.,English,self_control,6,5,6.5,2.60,high,"One should raise oneself by one's own self alone; let not one lower oneself; for the self alone is one's own friend, and the self alone is one's own enemy. — Reflect on the sacred principle of Chapter 6, Verse 5: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10159,I keep giving in to temptations even though I know better.,English,self_control,6,5,6.5,2.60,high,"One should raise oneself by one's own self alone; let not one lower oneself; for the self alone is one's own friend, and the self alone is one's own enemy. — Reflect on the sacred principle of Chapter 6, Verse 5: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10160,How do I strengthen my willpower?,English,self_control,6,5,6.5,2.60,high,"One should raise oneself by one's own self alone; let not one lower oneself; for the self alone is one's own friend, and the self alone is one's own enemy. — Reflect on the sacred principle of Chapter 6, Verse 5: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10161,What does the Gita say about self-mastery?,English,self_control,6,5,6.5,2.60,high,"One should raise oneself by one's own self alone; let not one lower oneself; for the self alone is one's own friend, and the self alone is one's own enemy. — Reflect on the sacred principle of Chapter 6, Verse 5: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10162,I make impulsive decisions I later regret.,English,self_control,6,5,6.5,2.60,high,"One should raise oneself by one's own self alone; let not one lower oneself; for the self alone is one's own friend, and the self alone is one's own enemy. — Reflect on the sacred principle of Chapter 6, Verse 5: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10163,I indulge in bad habits even though they harm me.,English,self_control,6,5,6.5,2.60,high,"One should raise oneself by one's own self alone; let not one lower oneself; for the self alone is one's own friend, and the self alone is one's own enemy. — Reflect on the sacred principle of Chapter 6, Verse 5: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10164,I am too attached to people and things.,English,attachment,2,62,2.62,2.63,high,"When one thinks of objects, attachment to them arises; from attachment, desire is born; from desire, anger arises. — Reflect on the sacred principle of Chapter 2, Verse 62: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10165,My attachment to outcomes is causing me suffering.,English,attachment,2,62,2.62,2.63,high,"When one thinks of objects, attachment to them arises; from attachment, desire is born; from desire, anger arises. — Reflect on the sacred principle of Chapter 2, Verse 62: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10166,How do I let go of attachment without becoming cold?,English,attachment,2,62,2.62,2.63,high,"When one thinks of objects, attachment to them arises; from attachment, desire is born; from desire, anger arises. — Reflect on the sacred principle of Chapter 2, Verse 62: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10167,What does the Gita say about detachment from results?,English,attachment,2,62,2.62,2.63,high,"When one thinks of objects, attachment to them arises; from attachment, desire is born; from desire, anger arises. — Reflect on the sacred principle of Chapter 2, Verse 62: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10168,I am attached to someone in a way that is hurting me.,English,attachment,2,62,2.62,2.63,high,"When one thinks of objects, attachment to them arises; from attachment, desire is born; from desire, anger arises. — Reflect on the sacred principle of Chapter 2, Verse 62: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10169,The Gita's teaching on non-attachment.,English,attachment,2,62,2.62,2.63,high,"When one thinks of objects, attachment to them arises; from attachment, desire is born; from desire, anger arises. — Reflect on the sacred principle of Chapter 2, Verse 62: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10170,Why does attachment cause suffering?,English,attachment,2,62,2.62,2.63,high,"When one thinks of objects, attachment to them arises; from attachment, desire is born; from desire, anger arises. — Reflect on the sacred principle of Chapter 2, Verse 62: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10171,My desires are never satisfied and they cause me misery.,English,desire,3,37,3.37,2.62,high,"The Blessed Lord said, ""It is desire and it is anger, both of the quality of Rajas, all-devouring and all-sinful; know this as the foe here in this world."" — Reflect on the sacred principle of Chapter 3, Verse 37: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10172,I want things I cannot have and it is making me miserable.,English,desire,3,37,3.37,2.62,high,"The Blessed Lord said, ""It is desire and it is anger, both of the quality of Rajas, all-devouring and all-sinful; know this as the foe here in this world."" — Reflect on the sacred principle of Chapter 3, Verse 37: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10173,What does the Gita say about managing desires?,English,desire,3,37,3.37,2.62,high,"The Blessed Lord said, ""It is desire and it is anger, both of the quality of Rajas, all-devouring and all-sinful; know this as the foe here in this world."" — Reflect on the sacred principle of Chapter 3, Verse 37: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10174,Unfulfilled desires are making me angry and resentful.,English,desire,3,37,3.37,2.62,high,"The Blessed Lord said, ""It is desire and it is anger, both of the quality of Rajas, all-devouring and all-sinful; know this as the foe here in this world."" — Reflect on the sacred principle of Chapter 3, Verse 37: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10175,How do I overcome craving and desire?,English,desire,3,37,3.37,2.62,high,"The Blessed Lord said, ""It is desire and it is anger, both of the quality of Rajas, all-devouring and all-sinful; know this as the foe here in this world."" — Reflect on the sacred principle of Chapter 3, Verse 37: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10176,The Gita's teaching on desire and its root cause.,English,desire,3,37,3.37,2.62,high,"The Blessed Lord said, ""It is desire and it is anger, both of the quality of Rajas, all-devouring and all-sinful; know this as the foe here in this world."" — Reflect on the sacred principle of Chapter 3, Verse 37: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10177,I am consumed by jealousy of others' success.,English,jealousy,3,30,3.30,5.25,high,"Renouncing all actions in Me, with the mind centered on the Self, free from hope and egoism, and from mental fever, fight thou. — Reflect on the sacred principle of Chapter 3, Verse 30: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10178,I compare myself to others and feel inferior.,English,jealousy,3,30,3.30,5.25,high,"Renouncing all actions in Me, with the mind centered on the Self, free from hope and egoism, and from mental fever, fight thou. — Reflect on the sacred principle of Chapter 3, Verse 30: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10179,What does the Gita say about overcoming jealousy?,English,jealousy,3,30,3.30,5.25,high,"Renouncing all actions in Me, with the mind centered on the Self, free from hope and egoism, and from mental fever, fight thou. — Reflect on the sacred principle of Chapter 3, Verse 30: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10180,Jealousy is poisoning my relationships.,English,jealousy,3,30,3.30,5.25,high,"Renouncing all actions in Me, with the mind centered on the Self, free from hope and egoism, and from mental fever, fight thou. — Reflect on the sacred principle of Chapter 3, Verse 30: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10181,I am envious of my colleague's promotion.,English,jealousy,3,30,3.30,5.25,high,"Renouncing all actions in Me, with the mind centered on the Self, free from hope and egoism, and from mental fever, fight thou. — Reflect on the sacred principle of Chapter 3, Verse 30: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10182,How do I stop comparing myself to others?,English,jealousy,3,30,3.30,5.25,high,"Renouncing all actions in Me, with the mind centered on the Self, free from hope and egoism, and from mental fever, fight thou. — Reflect on the sacred principle of Chapter 3, Verse 30: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10183,My ego is destroying my relationships.,English,ego,3,27,3.27,16.18,high,"All actions are wrought in all cases by the qualities of Nature alone. He whose mind is deluded by egoism thinks, ""I am the doer."" — Reflect on the sacred principle of Chapter 3, Verse 27: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10184,I struggle with arrogance and pride.,English,ego,3,27,3.27,16.18,high,"All actions are wrought in all cases by the qualities of Nature alone. He whose mind is deluded by egoism thinks, ""I am the doer."" — Reflect on the sacred principle of Chapter 3, Verse 27: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10185,What does the Gita say about the ego?,English,ego,3,27,3.27,16.18,high,"All actions are wrought in all cases by the qualities of Nature alone. He whose mind is deluded by egoism thinks, ""I am the doer."" — Reflect on the sacred principle of Chapter 3, Verse 27: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10186,My pride prevents me from admitting mistakes.,English,ego,3,27,3.27,16.18,high,"All actions are wrought in all cases by the qualities of Nature alone. He whose mind is deluded by egoism thinks, ""I am the doer."" — Reflect on the sacred principle of Chapter 3, Verse 27: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10187,How do I develop humility?,English,ego,3,27,3.27,16.18,high,"All actions are wrought in all cases by the qualities of Nature alone. He whose mind is deluded by egoism thinks, ""I am the doer."" — Reflect on the sacred principle of Chapter 3, Verse 27: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10188,The Gita's teaching on ego and false identification.,English,ego,3,27,3.27,16.18,high,"All actions are wrought in all cases by the qualities of Nature alone. He whose mind is deluded by egoism thinks, ""I am the doer."" — Reflect on the sacred principle of Chapter 3, Verse 27: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10189,I don't want to do what is expected of me.,English,duty,3,35,3.35,18.47,high,"Better is one's own duty, though devoid of merit, than the duty of another well discharged. Better is death in one's own duty; the duty of another is fraught with fear. — Reflect on the sacred principle of Chapter 3, Verse 35: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10190,What is my duty in life?,English,duty,3,35,3.35,18.47,high,"Better is one's own duty, though devoid of merit, than the duty of another well discharged. Better is death in one's own duty; the duty of another is fraught with fear. — Reflect on the sacred principle of Chapter 3, Verse 35: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10191,How do I know what my true duty is?,English,duty,3,35,3.35,18.47,high,"Better is one's own duty, though devoid of merit, than the duty of another well discharged. Better is death in one's own duty; the duty of another is fraught with fear. — Reflect on the sacred principle of Chapter 3, Verse 35: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10192,The Gita's teaching on duty and obligation.,English,duty,3,35,3.35,18.47,high,"Better is one's own duty, though devoid of merit, than the duty of another well discharged. Better is death in one's own duty; the duty of another is fraught with fear. — Reflect on the sacred principle of Chapter 3, Verse 35: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10193,I feel trapped by my responsibilities.,English,duty,3,35,3.35,18.47,high,"Better is one's own duty, though devoid of merit, than the duty of another well discharged. Better is death in one's own duty; the duty of another is fraught with fear. — Reflect on the sacred principle of Chapter 3, Verse 35: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10194,How does one fulfil their duties without resentment?,English,duty,3,35,3.35,18.47,high,"Better is one's own duty, though devoid of merit, than the duty of another well discharged. Better is death in one's own duty; the duty of another is fraught with fear. — Reflect on the sacred principle of Chapter 3, Verse 35: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10195,What is dharma and how do I find it?,English,dharma,2,31,2.31,3.35,high,"Further, having regard to your duty, you should not waver, for there is nothing higher for a Kshatriya than a righteous war. — Reflect on the sacred principle of Chapter 2, Verse 31: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10196,How do I know if I am living a righteous life?,English,dharma,2,31,2.31,3.35,high,"Further, having regard to your duty, you should not waver, for there is nothing higher for a Kshatriya than a righteous war. — Reflect on the sacred principle of Chapter 2, Verse 31: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10197,What does the Gita mean by dharma?,English,dharma,2,31,2.31,3.35,high,"Further, having regard to your duty, you should not waver, for there is nothing higher for a Kshatriya than a righteous war. — Reflect on the sacred principle of Chapter 2, Verse 31: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
10198,I am confused about right and wrong in my situation.,English,dharma,2,31,2.31,3.35,high,"Further, having regard to your duty, you should not waver, for there is nothing higher for a Kshatriya than a righteous war. — Reflect on the sacred principle of Chapter 2, Verse 31: apply integrity, focus on duty without anxiety over outcomes, and cultivate inner peace.",Original — authored for Geetha GPT training dataset,Project-internal / CC0
